request_id,submitted_at,channel,region,account_tier,item_code,item_class,quantity,declared_value,item_age_days,has_documentation,prior_requests_90d,flagged_duplicate,recorded_outcome
REQ-114477,2025-07-09T08:06:00,EMAIL,NA,BRONZE,ITM-3657,CLASS_B,2,376.88,15,true,5,false,MANUAL_APPROVED
REQ-114478,2026-05-05T07:58:00,PORTAL,EMEA,BRONZE,ITM-7410,CLASS_B,120,7969.2,306,false,2,false,AUTO_DECLINED
REQ-114479,2025-07-29T11:23:00,API,APAC,SILVER,ITM-9765,CLASS_A,5,406.9,91,true,0,false,MANUAL_APPROVED
REQ-114480,2025-11-17T08:27:00,PORTAL,NA,GOLD,ITM-6824,CLASS_B,8,537.28,6,true,0,false,MANUAL_APPROVED
REQ-114481,2025-07-26T11:15:00,API,EMEA,BRONZE,ITM-8581,CLASS_B,2,177.98,28,false,2,false,AUTO_DECLINED
REQ-114482,2025-10-27T02:02:00,EMAIL,APAC,GOLD,ITM-3719,CLASS_A,40,531.6,4,true,5,false,MANUAL_DECLINED
REQ-114483,2025-08-27T15:23:00,PORTAL,APAC,BRONZE,ITM-9760,CLASS_A,8,155.84,57,true,1,false,MANUAL_APPROVED
REQ-114484,2025-12-26T04:44:00,PORTAL,NA,GOLD,ITM-6785,CLASS_B,1,100.31,186,true,12,false,ROUTED_SPECIALIST
REQ-114485,2025-05-19T16:21:00,PORTAL,APAC,SILVER,ITM-4772,CLASS_A,1,29.43,73,true,1,false,MANUAL_DECLINED
REQ-114486,2025-02-27T10:49:00,PORTAL,LATAM,SILVER,ITM-6387,CLASS_C,2,625.9,42,true,2,true,AUTO_DECLINED
REQ-114487,2025-10-04T14:40:00,PORTAL,APAC,BRONZE,ITM-8878,CLASS_D,2,25.36,19,true,0,false,MANUAL_DECLINED
REQ-114488,2025-03-07T16:38:00,API,NA,SILVER,ITM-5607,CLASS_C,8,548.56,107,true,0,false,MANUAL_DECLINED
REQ-114489,2025-03-15T13:32:00,PORTAL,NA,SILVER,ITM-6422,CLASS_B,120,2748.0,79,true,0,false,MANUAL_APPROVED
REQ-114490,2026-08-18T01:13:00,PORTAL,EMEA,SILVER,ITM-2358,CLASS_B,40,2789.2,857,true,1,true,MANUAL_DECLINED
REQ-114491,2025-04-26T22:27:00,API,APAC,SILVER,ITM-8765,CLASS_A,5,67.65,75,false,0,false,MANUAL_DECLINED
REQ-114492,2025-11-07T03:02:00,PORTAL,LATAM,BRONZE,ITM-2639,CLASS_C,8,1459.2,198,true,3,true,AUTO_DECLINED
REQ-114493,2025-02-17T00:37:00,EMAIL,EMEA,BRONZE,ITM-1346,CLASS_B,1,23.77,216,true,5,false,MANUAL_DECLINED
REQ-114494,2026-01-04T22:30:00,PHONE,NA,BRONZE,ITM-2312,CLASS_A,1,68.3,346,true,2,false,MANUAL_APPROVED
REQ-114495,2026-02-13T22:01:00,PORTAL,NA,PLATINUM,ITM-6909,CLASS_A,1,22.67,430,true,3,false,MANUAL_APPROVED
REQ-114496,2026-04-15T16:31:00,PORTAL,NA,SILVER,ITM-6690,CLASS_A,1,6.51,16,false,3,false,MANUAL_DECLINED
REQ-114497,2025-06-06T21:12:00,PORTAL,NA,BRONZE,ITM-1714,CLASS_B,120,6811.2,325,true,0,true,AUTO_DECLINED
REQ-114498,2025-07-23T09:42:00,EMAIL,LATAM,GOLD,ITM-1559,CLASS_A,2,256.5,16,false,0,false,MANUAL_DECLINED
REQ-114499,2025-08-22T19:03:00,PORTAL,EMEA,GOLD,ITM-7419,CLASS_C,1,33.34,632,true,3,false,MANUAL_APPROVED
REQ-114500,2025-05-03T10:33:00,PORTAL,EMEA,SILVER,ITM-8254,CLASS_B,1,51.55,305,true,5,false,MANUAL_APPROVED
REQ-114501,2025-06-24T12:05:00,API,EMEA,SILVER,ITM-6723,CLASS_B,5,302.95,123,true,2,false,MANUAL_APPROVED
REQ-114502,2025-03-13T16:39:00,EMAIL,EMEA,BRONZE,ITM-3356,CLASS_A,1,356.6,81,false,1,false,MANUAL_DECLINED
REQ-114503,2025-06-07T11:16:00,PORTAL,EMEA,SILVER,ITM-4772,CLASS_B,1,12.31,11,true,1,false,MANUAL_APPROVED
REQ-114504,2026-03-18T10:38:00,EMAIL,NA,SILVER,ITM-9405,CLASS_D,40,96.4,208,true,1,false,MANUAL_DECLINED
REQ-114505,2026-08-08T15:08:00,PORTAL,EMEA,BRONZE,ITM-9891,CLASS_A,40,5184.4,136,true,0,false,AUTO_APPROVED
REQ-114506,2025-08-24T16:02:00,EMAIL,APAC,GOLD,ITM-4294,CLASS_B,400,9308.0,318,false,0,false,MANUAL_DECLINED
REQ-114507,2025-08-06T21:37:00,PORTAL,NA,BRONZE,ITM-9906,CLASS_A,3,37.38,121,true,1,false,MANUAL_APPROVED
REQ-114508,2026-07-02T19:52:00,PORTAL,NA,SILVER,ITM-8602,CLASS_A,3,116.46,28,true,3,true,MANUAL_DECLINED
REQ-114509,2025-03-13T12:48:00,PORTAL,EMEA,GOLD,ITM-4434,CLASS_A,2,51.12,604,false,1,false,MANUAL_DECLINED
REQ-114510,2025-03-15T01:54:00,PORTAL,NA,BRONZE,ITM-1930,CLASS_A,2,42.76,323,true,3,false,MANUAL_APPROVED
REQ-114511,2025-12-22T01:50:00,EMAIL,NA,BRONZE,ITM-5678,CLASS_A,1,21.65,82,true,1,false,MANUAL_APPROVED
REQ-114512,2025-03-11T01:05:00,EMAIL,NA,BRONZE,ITM-3726,CLASS_C,8,669.36,49,true,0,false,MANUAL_DECLINED
REQ-114513,2026-03-03T05:11:00,PORTAL,EMEA,GOLD,ITM-7280,CLASS_A,1,12.86,120,false,3,false,MANUAL_APPROVED
REQ-114514,2025-04-15T06:38:00,API,NA,PLATINUM,ITM-8604,CLASS_B,1,53.63,706,true,1,false,MANUAL_APPROVED
REQ-114515,2025-06-17T04:57:00,PORTAL,EMEA,GOLD,ITM-1349,CLASS_B,1,68.68,255,true,1,false,AUTO_APPROVED
REQ-114516,2026-01-16T22:59:00,PORTAL,NA,BRONZE,ITM-1940,CLASS_A,1,55.64,261,true,1,false,MANUAL_APPROVED
REQ-114517,2025-09-21T21:26:00,EMAIL,EMEA,BRONZE,ITM-3103,CLASS_B,5,174.7,909,true,1,false,MANUAL_DECLINED
REQ-114518,2025-01-08T05:19:00,PORTAL,EMEA,BRONZE,ITM-5281,CLASS_A,1,30.34,119,true,0,false,MANUAL_APPROVED
REQ-114519,2026-08-08T22:44:00,API,EMEA,SILVER,ITM-7142,CLASS_A,15,18.9,64,false,0,false,MANUAL_DECLINED
REQ-114520,2025-11-22T09:18:00,PORTAL,EMEA,PLATINUM,ITM-7276,CLASS_C,5,51.25,513,true,5,false,MANUAL_APPROVED
REQ-114521,2025-04-25T21:52:00,PORTAL,APAC,GOLD,ITM-8992,CLASS_B,8,71.52,16,true,0,false,AUTO_APPROVED
REQ-114522,2025-12-27T11:35:00,API,NA,GOLD,ITM-4767,CLASS_A,1,6.16,140,true,0,false,AUTO_APPROVED
REQ-114523,2025-03-15T08:03:00,PORTAL,NA,SILVER,ITM-4587,CLASS_B,15,309.75,402,true,2,false,MANUAL_APPROVED
REQ-114524,2025-05-09T15:52:00,PORTAL,NA,PLATINUM,ITM-4840,CLASS_A,1,14.88,241,false,1,false,MANUAL_APPROVED
REQ-114525,2025-08-03T07:33:00,EMAIL,EMEA,SILVER,ITM-1503,CLASS_B,5,42.05,234,false,1,false,MANUAL_DECLINED
REQ-114526,2025-03-08T11:06:00,PORTAL,NA,BRONZE,ITM-1929,CLASS_A,40,739.6,88,true,0,false,MANUAL_APPROVED
REQ-114527,2025-05-19T06:21:00,EMAIL,NA,BRONZE,ITM-6916,CLASS_B,3,101.82,152,false,3,false,MANUAL_DECLINED
REQ-114528,2026-03-04T00:17:00,PORTAL,NA,SILVER,ITM-1854,CLASS_D,2,84.22,157,true,5,true,AUTO_DECLINED
REQ-114529,2026-02-25T04:41:00,PORTAL,EMEA,SILVER,ITM-4621,CLASS_C,1,33.34,15,true,2,false,MANUAL_DECLINED
REQ-114530,2026-07-18T19:43:00,PORTAL,EMEA,SILVER,ITM-3040,CLASS_A,3,84.78,35,false,3,false,MANUAL_DECLINED
REQ-114531,2025-09-30T16:50:00,PHONE,EMEA,GOLD,ITM-8658,CLASS_A,5,142.45,1103,true,1,false,MANUAL_APPROVED
REQ-114532,2026-04-30T04:09:00,EMAIL,NA,BRONZE,ITM-3718,CLASS_C,8,164.4,38,true,0,false,MANUAL_DECLINED
REQ-114533,2025-01-27T14:17:00,PORTAL,LATAM,PLATINUM,ITM-6923,CLASS_B,15,1551.15,108,false,0,false,MANUAL_APPROVED
REQ-114534,2025-04-13T15:07:00,PORTAL,NA,PLATINUM,ITM-9653,CLASS_C,2,17.18,470,true,8,false,ROUTED_SPECIALIST
REQ-114535,2025-04-24T05:26:00,PORTAL,LATAM,BRONZE,ITM-3024,CLASS_D,15,399.3,885,true,0,false,MANUAL_DECLINED
REQ-114536,2025-10-30T08:39:00,EMAIL,EMEA,SILVER,ITM-8132,CLASS_B,1,82.96,116,true,1,false,MANUAL_APPROVED
REQ-114537,2025-05-25T03:31:00,PHONE,EMEA,PLATINUM,ITM-7307,CLASS_C,2,25.0,48,false,0,false,MANUAL_DECLINED
REQ-114538,2025-06-05T14:55:00,EMAIL,LATAM,GOLD,ITM-6692,CLASS_C,1,2.34,5,false,0,false,MANUAL_DECLINED
REQ-114539,2025-03-08T22:54:00,PORTAL,NA,GOLD,ITM-1137,CLASS_B,1,45.91,9,true,1,false,AUTO_APPROVED
REQ-114540,2025-11-20T10:42:00,PORTAL,APAC,GOLD,ITM-4793,CLASS_A,1,11.36,866,true,5,false,MANUAL_DECLINED
REQ-114541,2025-12-26T00:14:00,EMAIL,EMEA,GOLD,ITM-2444,CLASS_C,5,445.65,25,true,0,false,MANUAL_APPROVED
REQ-114542,2026-08-23T16:31:00,PORTAL,NA,PLATINUM,ITM-2916,CLASS_B,3,577.35,712,false,1,false,MANUAL_DECLINED
REQ-114543,2026-06-02T12:19:00,EMAIL,NA,GOLD,ITM-1835,CLASS_B,3,196.56,380,true,0,false,MANUAL_APPROVED
REQ-114544,2025-12-07T19:37:00,PORTAL,LATAM,SILVER,ITM-6955,CLASS_B,1,25.85,23,true,0,false,MANUAL_APPROVED
REQ-114545,2026-01-02T06:44:00,PORTAL,EMEA,BRONZE,ITM-8429,CLASS_B,1,60.1,221,false,2,false,AUTO_DECLINED
REQ-114546,2025-07-01T23:54:00,PORTAL,EMEA,GOLD,ITM-5435,CLASS_B,3,191.04,232,true,3,false,AUTO_APPROVED
REQ-114547,2025-11-21T11:44:00,PORTAL,NA,GOLD,ITM-3880,CLASS_A,1,27.97,15,true,3,true,MANUAL_DECLINED
REQ-114548,2026-05-07T18:59:00,PORTAL,NA,GOLD,ITM-4203,CLASS_A,2,131.98,406,false,2,false,MANUAL_DECLINED
REQ-114549,2025-09-29T15:15:00,EMAIL,LATAM,SILVER,ITM-2695,CLASS_A,5,181.5,92,true,0,false,MANUAL_APPROVED
REQ-114550,2026-07-09T11:03:00,EMAIL,NA,BRONZE,ITM-1949,CLASS_B,1,19.89,5,true,1,false,MANUAL_DECLINED
REQ-114551,2025-06-02T06:29:00,PORTAL,APAC,GOLD,ITM-4270,CLASS_C,8,260.48,18,false,12,false,ROUTED_SPECIALIST
REQ-114552,2025-12-28T17:51:00,PORTAL,LATAM,SILVER,ITM-8156,CLASS_C,15,57.75,81,true,0,false,MANUAL_DECLINED
REQ-114553,2026-08-21T05:24:00,API,NA,PLATINUM,ITM-5199,CLASS_B,1,13.25,26,false,0,false,MANUAL_DECLINED
REQ-114554,2025-05-12T23:34:00,PORTAL,EMEA,GOLD,ITM-8054,CLASS_C,1,13.33,423,true,5,false,MANUAL_DECLINED
REQ-114555,2025-12-31T22:23:00,PORTAL,EMEA,PLATINUM,ITM-5455,CLASS_A,3,31.35,309,false,5,false,MANUAL_DECLINED
REQ-114556,2026-01-03T04:14:00,EMAIL,APAC,BRONZE,ITM-7450,CLASS_A,2,68.8,20,true,0,false,MANUAL_APPROVED
REQ-114557,2025-04-24T15:26:00,EMAIL,NA,SILVER,ITM-7460,CLASS_A,5,1033.75,94,false,0,false,MANUAL_DECLINED
REQ-114558,2026-01-25T13:53:00,API,NA,BRONZE,ITM-1427,CLASS_A,1,22.18,1129,true,0,false,MANUAL_DECLINED
REQ-114559,2026-05-24T09:31:00,EMAIL,NA,BRONZE,ITM-5805,CLASS_B,8,107.84,3,true,2,false,MANUAL_APPROVED
REQ-114560,2025-09-28T16:36:00,EMAIL,EMEA,PLATINUM,ITM-2699,CLASS_A,2,99.16,124,false,1,false,MANUAL_APPROVED
REQ-114561,2025-03-17T20:53:00,PORTAL,EMEA,SILVER,ITM-9461,CLASS_A,1,52.22,9,true,0,false,AUTO_APPROVED
REQ-114562,2026-07-25T12:14:00,PORTAL,NA,GOLD,ITM-5774,CLASS_D,2,26.32,98,false,2,false,AUTO_DECLINED
REQ-114563,2025-07-23T10:18:00,API,NA,BRONZE,ITM-5194,CLASS_A,3,237.75,351,true,5,false,MANUAL_DECLINED
REQ-114564,2025-10-28T04:20:00,API,LATAM,PLATINUM,ITM-9010,CLASS_B,15,425.25,315,true,2,false,AUTO_APPROVED
REQ-114565,2025-08-17T22:45:00,EMAIL,NA,GOLD,ITM-4996,CLASS_B,15,116.7,73,true,0,true,AUTO_DECLINED
REQ-114566,2025-06-03T15:22:00,API,NA,SILVER,ITM-4499,CLASS_B,40,824.8,1,true,0,false,MANUAL_APPROVED
REQ-114567,2026-07-21T04:09:00,EMAIL,APAC,BRONZE,ITM-5793,CLASS_A,15,1827.75,128,true,1,false,MANUAL_APPROVED
REQ-114568,2025-05-12T05:06:00,PORTAL,NA,GOLD,ITM-8024,CLASS_B,120,7206.0,130,true,2,false,MANUAL_APPROVED
REQ-114569,2025-08-29T00:54:00,API,EMEA,PLATINUM,ITM-2881,CLASS_C,2,10.14,133,true,0,false,MANUAL_APPROVED
REQ-114570,2025-02-03T08:31:00,API,EMEA,BRONZE,ITM-2155,CLASS_A,1,12.47,42,false,3,false,AUTO_DECLINED
REQ-114571,2026-05-09T11:22:00,PORTAL,NA,GOLD,ITM-3983,CLASS_B,8,254.56,6,true,1,false,AUTO_APPROVED
REQ-114572,2025-12-30T00:43:00,PORTAL,NA,GOLD,ITM-7709,CLASS_A,5,181.05,873,false,0,false,MANUAL_DECLINED
REQ-114573,2025-04-23T21:39:00,PORTAL,NA,SILVER,ITM-4039,CLASS_A,2,265.94,113,true,0,false,MANUAL_APPROVED
REQ-114574,2025-07-18T03:54:00,PORTAL,NA,SILVER,ITM-3997,CLASS_B,2,152.8,17,true,2,false,MANUAL_DECLINED
REQ-114575,2025-10-08T14:25:00,PORTAL,NA,GOLD,ITM-4615,CLASS_B,3,174.39,880,true,3,false,MANUAL_APPROVED
REQ-114576,2025-05-22T09:10:00,API,EMEA,BRONZE,ITM-9495,CLASS_B,40,1588.4,318,true,0,false,MANUAL_DECLINED
REQ-114577,2025-11-01T20:50:00,PORTAL,EMEA,SILVER,ITM-9550,CLASS_B,2,50.2,114,true,1,false,MANUAL_APPROVED
REQ-114578,2025-02-12T02:55:00,PORTAL,NA,GOLD,ITM-7243,CLASS_A,1,117.42,652,true,0,false,MANUAL_APPROVED
REQ-114579,2026-02-16T00:40:00,API,EMEA,PLATINUM,ITM-4155,CLASS_B,3,120.99,30,true,1,false,AUTO_APPROVED
REQ-114580,2025-12-21T16:34:00,PORTAL,EMEA,PLATINUM,ITM-7587,CLASS_C,2,36.5,1,false,0,false,MANUAL_DECLINED
REQ-114581,2025-09-01T12:43:00,PHONE,LATAM,BRONZE,ITM-1346,CLASS_C,2,62.8,3,false,0,false,AUTO_DECLINED
REQ-114582,2025-06-23T03:51:00,API,LATAM,SILVER,ITM-6527,CLASS_B,3,82.77,354,true,1,false,MANUAL_APPROVED
REQ-114583,2025-12-08T08:11:00,PORTAL,NA,BRONZE,ITM-9608,CLASS_C,5,210.25,3,false,1,false,MANUAL_DECLINED
REQ-114584,2026-06-23T23:54:00,PORTAL,APAC,GOLD,ITM-6131,CLASS_B,5,49.2,39,false,2,false,AUTO_DECLINED
REQ-114585,2025-10-24T16:27:00,PORTAL,EMEA,GOLD,ITM-8753,CLASS_C,2,81.28,189,false,0,true,AUTO_DECLINED
REQ-114586,2025-01-30T19:05:00,PORTAL,APAC,SILVER,ITM-7243,CLASS_B,2,92.54,25,true,8,false,MANUAL_DECLINED
REQ-114587,2026-01-16T22:14:00,EMAIL,NA,SILVER,ITM-9067,CLASS_B,2,319.56,4,true,8,false,ROUTED_SPECIALIST
REQ-114588,2026-08-21T22:06:00,API,NA,BRONZE,ITM-4116,CLASS_C,2,26.44,144,true,2,false,MANUAL_APPROVED
REQ-114589,2026-03-11T19:59:00,PORTAL,APAC,BRONZE,ITM-4144,CLASS_B,2,50.42,283,true,1,false,MANUAL_APPROVED
REQ-114590,2026-08-16T18:40:00,PORTAL,EMEA,SILVER,ITM-6743,CLASS_A,8,22.24,10,true,3,false,AUTO_APPROVED
REQ-114591,2026-02-13T16:02:00,PORTAL,NA,SILVER,ITM-6809,CLASS_C,1,17.68,161,false,0,false,AUTO_DECLINED
REQ-114592,2026-04-13T10:09:00,API,NA,SILVER,ITM-3143,CLASS_C,1,67.81,145,true,1,false,MANUAL_DECLINED
REQ-114593,2026-02-06T09:50:00,EMAIL,NA,PLATINUM,ITM-5500,CLASS_A,1,10.13,19,true,0,false,AUTO_APPROVED
REQ-114594,2025-05-13T21:57:00,PORTAL,EMEA,PLATINUM,ITM-3766,CLASS_B,1,290.83,9,true,3,false,AUTO_APPROVED
REQ-114595,2026-07-25T17:48:00,PORTAL,EMEA,SILVER,ITM-2683,CLASS_B,1,21.96,21,true,3,false,MANUAL_APPROVED
REQ-114596,2025-09-13T20:36:00,PORTAL,NA,SILVER,ITM-1173,CLASS_D,2,290.0,480,true,3,false,MANUAL_APPROVED
REQ-114597,2026-02-04T09:52:00,EMAIL,EMEA,PLATINUM,ITM-3121,CLASS_D,15,1081.95,19,true,2,false,AUTO_APPROVED
REQ-114598,2025-12-07T09:00:00,PORTAL,NA,BRONZE,ITM-6707,CLASS_B,1,13.59,56,true,3,false,MANUAL_DECLINED
REQ-114599,2026-01-19T13:57:00,API,NA,BRONZE,ITM-7872,CLASS_C,5,3883.45,24,true,0,false,MANUAL_DECLINED
REQ-114600,2026-03-03T17:22:00,PORTAL,NA,BRONZE,ITM-8008,CLASS_A,2,38.84,317,true,0,false,MANUAL_APPROVED
REQ-114601,2025-05-20T05:13:00,PORTAL,LATAM,BRONZE,ITM-2375,CLASS_A,1,31.77,81,false,0,false,AUTO_DECLINED
REQ-114602,2025-10-18T02:19:00,API,NA,SILVER,ITM-8890,CLASS_A,5,206.9,127,true,3,false,MANUAL_APPROVED
REQ-114603,2026-08-14T04:36:00,EMAIL,NA,BRONZE,ITM-4819,CLASS_A,2,27.38,171,true,0,false,MANUAL_APPROVED
REQ-114604,2025-12-29T01:21:00,PORTAL,EMEA,SILVER,ITM-5667,CLASS_A,15,249.0,302,true,1,false,MANUAL_APPROVED
REQ-114605,2026-03-22T15:17:00,API,NA,BRONZE,ITM-8423,CLASS_B,120,2607.6,1,true,0,false,MANUAL_APPROVED
REQ-114606,2026-02-28T16:56:00,EMAIL,EMEA,BRONZE,ITM-6943,CLASS_A,2,32.7,951,false,0,false,AUTO_DECLINED
REQ-114607,2025-04-07T22:25:00,PORTAL,APAC,GOLD,ITM-4199,CLASS_B,15,2322.9,4,true,0,false,MANUAL_APPROVED
REQ-114608,2026-06-20T04:42:00,EMAIL,APAC,BRONZE,ITM-9003,CLASS_B,5,150.65,1184,true,0,true,AUTO_DECLINED
REQ-114609,2025-10-09T10:00:00,PORTAL,NA,BRONZE,ITM-1988,CLASS_D,1,52.68,632,true,0,false,AUTO_DECLINED
REQ-114610,2025-07-31T22:34:00,EMAIL,EMEA,SILVER,ITM-7618,CLASS_B,1,17.81,16,false,1,false,MANUAL_DECLINED
REQ-114611,2026-06-01T08:56:00,PORTAL,EMEA,BRONZE,ITM-2583,CLASS_C,1,35.31,13,true,0,false,MANUAL_DECLINED
REQ-114612,2025-12-10T02:19:00,PORTAL,NA,SILVER,ITM-4496,CLASS_D,2,37.8,237,true,1,false,MANUAL_APPROVED
REQ-114613,2025-10-12T01:38:00,PORTAL,EMEA,SILVER,ITM-3775,CLASS_A,2,49.16,116,false,1,false,MANUAL_DECLINED
REQ-114614,2026-05-19T01:17:00,PORTAL,NA,BRONZE,ITM-7664,CLASS_A,1,31.9,23,false,0,false,MANUAL_DECLINED
REQ-114615,2025-02-22T17:13:00,PORTAL,APAC,BRONZE,ITM-4538,CLASS_C,15,717.9,224,true,2,false,MANUAL_APPROVED
REQ-114616,2025-08-20T20:54:00,PORTAL,LATAM,GOLD,ITM-2780,CLASS_B,1,76.58,47,true,2,false,AUTO_APPROVED
REQ-114617,2025-09-12T10:07:00,API,APAC,GOLD,ITM-2349,CLASS_B,1,21.12,343,true,2,false,MANUAL_APPROVED
REQ-114618,2026-04-17T05:34:00,PORTAL,EMEA,BRONZE,ITM-9902,CLASS_D,8,356.4,40,true,0,false,MANUAL_DECLINED
REQ-114619,2025-11-05T00:40:00,PORTAL,EMEA,BRONZE,ITM-2248,CLASS_A,1,74.44,28,false,8,false,MANUAL_DECLINED
REQ-114620,2026-04-19T13:03:00,PORTAL,EMEA,SILVER,ITM-8820,CLASS_A,120,1088.4,26,true,1,false,MANUAL_APPROVED
REQ-114621,2025-03-01T12:26:00,EMAIL,NA,SILVER,ITM-8250,CLASS_B,3,138.24,112,true,0,false,MANUAL_APPROVED
REQ-114622,2026-03-29T12:29:00,API,EMEA,SILVER,ITM-1930,CLASS_A,1,83.54,12,false,0,false,MANUAL_DECLINED
REQ-114623,2026-07-26T08:11:00,PORTAL,EMEA,BRONZE,ITM-6903,CLASS_D,5,50.2,182,false,1,false,AUTO_DECLINED
REQ-114624,2025-03-12T18:34:00,PORTAL,NA,SILVER,ITM-2933,CLASS_B,1,20.73,206,true,0,false,MANUAL_APPROVED
REQ-114625,2026-07-28T00:51:00,PORTAL,NA,GOLD,ITM-8649,CLASS_A,5,147.35,18,false,1,false,MANUAL_DECLINED
REQ-114626,2026-08-01T04:07:00,EMAIL,APAC,BRONZE,ITM-6573,CLASS_A,120,2800.8,295,true,0,false,MANUAL_APPROVED
REQ-114627,2026-04-05T09:43:00,API,EMEA,SILVER,ITM-9781,CLASS_B,120,1083.6,353,true,3,false,AUTO_APPROVED
REQ-114628,2025-05-31T06:18:00,PORTAL,NA,SILVER,ITM-8202,CLASS_D,2,25.9,233,true,2,false,MANUAL_APPROVED
REQ-114629,2026-06-23T21:19:00,PORTAL,NA,GOLD,ITM-8084,CLASS_A,1,96.74,249,true,5,false,MANUAL_APPROVED
REQ-114630,2026-04-02T07:40:00,EMAIL,NA,GOLD,ITM-4981,CLASS_C,2,143.34,16,true,3,false,MANUAL_DECLINED
REQ-114631,2025-05-29T05:38:00,PORTAL,NA,GOLD,ITM-1461,CLASS_C,2,47.1,801,true,0,false,MANUAL_APPROVED
REQ-114632,2026-07-11T05:46:00,PORTAL,EMEA,SILVER,ITM-4967,CLASS_B,1,111.32,39,true,0,false,MANUAL_APPROVED
REQ-114633,2025-08-08T09:11:00,PORTAL,APAC,SILVER,ITM-6814,CLASS_A,2,149.76,16,true,0,false,MANUAL_DECLINED
REQ-114634,2025-11-05T07:47:00,PORTAL,NA,BRONZE,ITM-2349,CLASS_B,2,266.2,43,true,5,false,MANUAL_DECLINED
REQ-114635,2025-09-21T14:19:00,PORTAL,NA,PLATINUM,ITM-1417,CLASS_B,15,782.25,25,false,0,false,MANUAL_APPROVED
REQ-114636,2025-01-24T07:40:00,PORTAL,NA,SILVER,ITM-2026,CLASS_A,2,9.4,260,true,0,false,MANUAL_APPROVED
REQ-114637,2026-05-25T08:11:00,PORTAL,APAC,SILVER,ITM-9276,CLASS_A,15,616.2,701,false,3,false,MANUAL_DECLINED
REQ-114638,2025-01-11T13:53:00,PORTAL,NA,BRONZE,ITM-5808,CLASS_B,5,155.3,98,true,0,false,MANUAL_APPROVED
REQ-114639,2026-04-05T06:40:00,PORTAL,NA,BRONZE,ITM-1345,CLASS_A,3,116.22,29,true,1,true,AUTO_DECLINED
REQ-114640,2026-06-09T09:27:00,PHONE,LATAM,GOLD,ITM-5149,CLASS_B,1,64.1,238,true,0,false,AUTO_APPROVED
REQ-114641,2025-03-08T05:44:00,EMAIL,EMEA,SILVER,ITM-7889,CLASS_C,3,48.06,203,true,8,false,MANUAL_DECLINED
REQ-114642,2025-07-20T17:26:00,API,APAC,SILVER,ITM-7461,CLASS_A,120,41191.2,50,true,8,false,ROUTED_SPECIALIST
REQ-114643,2025-11-28T19:01:00,API,NA,BRONZE,ITM-9969,CLASS_D,1,225.5,11,false,2,false,MANUAL_DECLINED
REQ-114644,2025-05-01T02:08:00,API,NA,PLATINUM,ITM-9626,CLASS_C,1,8.61,148,true,0,false,MANUAL_APPROVED
REQ-114645,2026-06-10T17:55:00,API,NA,PLATINUM,ITM-8546,CLASS_C,2,34.68,10,true,0,false,MANUAL_APPROVED
REQ-114646,2025-07-26T01:37:00,PORTAL,NA,PLATINUM,ITM-5846,CLASS_C,1,25.91,9,true,3,false,MANUAL_APPROVED
REQ-114647,2026-07-27T11:38:00,API,APAC,SILVER,ITM-5252,CLASS_B,15,886.5,116,true,5,false,MANUAL_APPROVED
REQ-114648,2025-11-20T15:25:00,PORTAL,APAC,GOLD,ITM-9122,CLASS_B,2,92.5,79,true,1,false,AUTO_APPROVED
REQ-114649,2025-11-12T23:20:00,EMAIL,APAC,SILVER,ITM-4546,CLASS_C,2,65.88,27,true,0,false,MANUAL_APPROVED
REQ-114650,2026-03-23T18:20:00,PORTAL,NA,BRONZE,ITM-4175,CLASS_B,1,63.97,376,false,0,false,AUTO_DECLINED
REQ-114651,2026-04-10T15:28:00,EMAIL,EMEA,PLATINUM,ITM-7317,CLASS_C,1,24.67,147,false,0,false,MANUAL_DECLINED
REQ-114652,2026-04-04T05:25:00,PORTAL,EMEA,SILVER,ITM-5381,CLASS_C,2,25.56,21,true,0,false,MANUAL_DECLINED
REQ-114653,2025-10-31T16:29:00,PORTAL,EMEA,GOLD,ITM-2022,CLASS_C,1,61.96,13,true,0,false,MANUAL_APPROVED
REQ-114654,2026-01-27T16:55:00,PORTAL,APAC,GOLD,ITM-7834,CLASS_A,1,68.64,97,true,0,false,AUTO_APPROVED
REQ-114655,2026-04-19T03:42:00,PORTAL,EMEA,BRONZE,ITM-7480,CLASS_B,2,316.52,344,true,2,false,MANUAL_APPROVED
REQ-114656,2026-06-02T15:23:00,EMAIL,NA,BRONZE,ITM-7957,CLASS_A,1,9.16,38,true,0,false,MANUAL_APPROVED
REQ-114657,2025-09-23T07:02:00,PORTAL,APAC,BRONZE,ITM-6771,CLASS_B,1,54.44,20,true,0,false,MANUAL_DECLINED
REQ-114658,2026-01-10T09:30:00,EMAIL,EMEA,SILVER,ITM-8333,CLASS_B,1,98.15,327,false,2,false,MANUAL_DECLINED
REQ-114659,2025-07-11T02:00:00,PORTAL,EMEA,GOLD,ITM-2327,CLASS_D,1,32.23,1169,true,0,false,MANUAL_APPROVED
REQ-114660,2026-08-16T17:28:00,PORTAL,EMEA,SILVER,ITM-8404,CLASS_A,1,20.58,19,true,2,false,MANUAL_APPROVED
REQ-114661,2026-06-06T22:22:00,API,NA,BRONZE,ITM-7601,CLASS_D,15,4139.1,14,false,3,false,AUTO_DECLINED
REQ-114662,2026-05-10T13:58:00,API,NA,PLATINUM,ITM-6997,CLASS_B,120,2229.6,22,true,2,false,MANUAL_APPROVED
